144

3 0 0 2 2 2 2 2 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 3 3 3 3 3 3 0 0 2 2 2 2 2 2 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 2 2 2 0 0 0 0 1 1 1 1 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 2 2 2 2 2 2 2 2 0 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 2
0 3 0 2 2 2 2 2 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 3 3 3 3 3 3 0 0 2 2 2 2 2 2 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 2 2 2 0 0 0 0 1 1 1 1 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 2 2 2 2 2 2 2 2 0 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 2
0 0 3 2 2 2 2 2 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 3 3 3 3 3 3 0 0 2 2 2 2 2 2 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 2 2 2 0 0 0 0 1 1 1 1 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 2 2 2 2 2 2 2 2 0 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 2
2 2 2 5 2 2 2 2 5 5 5 5 5 5 5 5 1 2 2 2 2 2 2 5 5 5 5 5 5 0 0 2 2 2 2 2 2 0 0 0 0 1 1 4 4 4 4 4 4 4 1 1 1 1 1 1 1 0 0 0 0 0 3 3 3 3 3 3 3 3 3 0 0 0 0 2 2 2 2 2 3 3 3 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 0 0 0 0 0 3 3 3 3 3 3 3 3 2 2 2 2 2 4 4 4 4 4 4 3 3 3 3 3 3
2 2 2 2 5 2 2 2 5 5 5 5 5 5 5 5 1 2 2 2 2 2 2 5 5 5 5 5 5 0 0 2 2 2 2 2 2 0 0 0 0 1 1 4 4 4 4 4 4 4 1 1 1 1 1 1 1 0 0 0 0 0 3 3 3 3 3 3 3 3 3 0 0 0 0 2 2 2 2 2 3 3 3 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 0 0 0 0 0 3 3 3 3 3 3 3 3 2 2 2 2 2 4 4 4 4 4 4 3 3 3 3 3 3
2 2 2 2 2 5 2 2 5 5 5 5 5 5 5 5 1 2 2 2 2 2 2 5 5 5 5 5 5 0 0 2 2 2 2 2 2 0 0 0 0 1 1 4 4 4 4 4 4 4 1 1 1 1 1 1 1 0 0 0 0 0 3 3 3 3 3 3 3 3 3 0 0 0 0 2 2 2 2 2 3 3 3 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 0 0 0 0 0 3 3 3 3 3 3 3 3 2 2 2 2 2 4 4 4 4 4 4 3 3 3 3 3 3
2 2 2 2 2 2 5 2 5 5 5 5 5 5 5 5 1 2 2 2 2 2 2 5 5 5 5 5 5 0 0 2 2 2 2 2 2 0 0 0 0 1 1 4 4 4 4 4 4 4 1 1 1 1 1 1 1 0 0 0 0 0 3 3 3 3 3 3 3 3 3 0 0 0 0 2 2 2 2 2 3 3 3 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 0 0 0 0 0 3 3 3 3 3 3 3 3 2 2 2 2 2 4 4 4 4 4 4 3 3 3 3 3 3
2 2 2 2 2 2 2 5 5 5 5 5 5 5 5 5 1 2 2 2 2 2 2 5 5 5 5 5 5 0 0 2 2 2 2 2 2 0 0 0 0 1 1 4 4 4 4 4 4 4 1 1 1 1 1 1 1 0 0 0 0 0 3 3 3 3 3 3 3 3 3 0 0 0 0 2 2 2 2 2 3 3 3 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 0 0 0 0 0 3 3 3 3 3 3 3 3 2 2 2 2 2 4 4 4 4 4 4 3 3 3 3 3 3
0 0 0 5 5 5 5 5 8 1 1 1 1 1 1 1 1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 3 3 3 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 3 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 5 5 5 5 5 1 8 1 1 1 1 1 1 1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 3 3 3 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 3 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 5 5 5 5 5 1 1 8 1 1 1 1 1 1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 3 3 3 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 3 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 5 5 5 5 5 1 1 1 8 1 1 1 1 1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 3 3 3 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 3 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 5 5 5 5 5 1 1 1 1 8 1 1 1 1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 3 3 3 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 3 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 5 5 5 5 5 1 1 1 1 1 8 1 1 1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 3 3 3 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 3 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 5 5 5 5 5 1 1 1 1 1 1 8 1 1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 3 3 3 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 3 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 5 5 5 5 5 1 1 1 1 1 1 1 8 1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 3 3 3 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 3 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 2 2 2 2 2 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 6 2 2 2 2 2 5 5 5 5 5 5 0 0 4 4 4 4 4 4 0 0 0 0 0 0 5 5 5 5 5 5 5 0 0 0 0 0 0 0 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 0 0 0 0 0 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 0 0 0 2 2 5 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 2 2 2 2 2 2
2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 2 6 2 2 2 2 5 5 5 5 5 5 0 0 4 4 4 4 4 4 0 0 0 0 0 0 5 5 5 5 5 5 5 0 0 0 0 0 0 0 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 0 0 0 0 0 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 0 0 0 2 2 5 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 2 2 2 2 2 2
2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 2 2 6 2 2 2 5 5 5 5 5 5 0 0 4 4 4 4 4 4 0 0 0 0 0 0 5 5 5 5 5 5 5 0 0 0 0 0 0 0 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 0 0 0 0 0 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 0 0 0 2 2 5 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 2 2 2 2 2 2
2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 2 2 2 6 2 2 5 5 5 5 5 5 0 0 4 4 4 4 4 4 0 0 0 0 0 0 5 5 5 5 5 5 5 0 0 0 0 0 0 0 2 2 2 2 2 5 5 5 5 5 5 5 5 5 2 2 2 2 0 0 0 0 0 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 0 0 0 2 2 5 5 5 5 5 5 5 5 2 2 2 2 2 5 5 5 5 5 5 2 2 2 2 2 2
