64

4 0 0 0 1 1 4 4 4 4 9 9 9 9 9 9 9 9 9 9 9 9 9 5 5 5 5 5 5 4 4 4 4 4 7 7 7 7 7 7 7 7 4 4 4 4 4 4 4 2 2 2 9 9 9 9 9 9 9 9 9 9 9 9
0 4 0 0 1 1 4 4 4 4 9 9 9 9 9 9 9 9 9 9 9 9 9 5 5 5 5 5 5 4 4 4 4 4 7 7 7 7 7 7 7 7 4 4 4 4 4 4 4 2 2 2 9 9 9 9 9 9 9 9 9 9 9 9
0 0 4 0 1 1 4 4 4 4 9 9 9 9 9 9 9 9 9 9 9 9 9 5 5 5 5 5 5 4 4 4 4 4 7 7 7 7 7 7 7 7 4 4 4 4 4 4 4 2 2 2 9 9 9 9 9 9 9 9 9 9 9 9
0 0 0 4 1 1 4 4 4 4 9 9 9 9 9 9 9 9 9 9 9 9 9 5 5 5 5 5 5 4 4 4 4 4 7 7 7 7 7 7 7 7 4 4 4 4 4 4 4 2 2 2 9 9 9 9 9 9 9 9 9 9 9 9
1 1 1 1 2 0 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 2 2 2 2 3 3 3 3 3 3 3 3 5 5 5 5 5 5 5 3 3 3 7 7 7 7 7 7 7 7 7 7 7 7
1 1 1 1 0 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 2 2 2 2 3 3 3 3 3 3 3 3 5 5 5 5 5 5 5 3 3 3 7 7 7 7 7 7 7 7 7 7 7 7
4 4 4 4 2 2 4 1 1 1 9 9 9 9 9 9 9 9 9 9 9 9 9 7 7 7 7 7 7 5 5 5 5 5 8 8 8 8 8 8 8 8 7 7 7 7 7 7 7 4 4 4 11 11 11 11 11 11 11 11 11 11 11 11
4 4 4 4 2 2 1 4 1 1 9 9 9 9 9 9 9 9 9 9 9 9 9 7 7 7 7 7 7 5 5 5 5 5 8 8 8 8 8 8 8 8 7 7 7 7 7 7 7 4 4 4 11 11 11 11 11 11 11 11 11 11 11 11
4 4 4 4 2 2 1 1 4 1 9 9 9 9 9 9 9 9 9 9 9 9 9 7 7 7 7 7 7 5 5 5 5 5 8 8 8 8 8 8 8 8 7 7 7 7 7 7 7 4 4 4 11 11 11 11 11 11 11 11 11 11 11 11
4 4 4 4 2 2 1 1 1 4 9 9 9 9 9 9 9 9 9 9 9 9 9 7 7 7 7 7 7 5 5 5 5 5 8 8 8 8 8 8 8 8 7 7 7 7 7 7 7 4 4 4 11 11 11 11 11 11 11 11 11 11 11 11
9 9 9 9 4 4 9 9 9 9 13 24 24 24 24 24 24 24 24 24 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 13 24 24 24 24 24 24 24 24 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 13 24 24 24 24 24 24 24 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 13 24 24 24 24 24 24 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 24 13 24 24 24 24 24 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 24 24 13 24 24 24 24 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 24 24 24 13 24 24 24 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 24 24 24 24 13 24 24 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 24 24 24 24 24 13 24 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 24 24 24 24 24 24 13 24 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 24 24 24 24 24 24 24 13 24 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 24 24 24 24 24 24 24 24 13 24 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
9 9 9 9 4 4 9 9 9 9 24 24 24 24 24 24 24 24 24 24 24 24 13 10 10 10 10 10 10 6 6 6 6 6 28 28 28 28 28 28 28 28 14 14 14 14 14 14 14 4 4 4 30 30 30 30 30 30 30 30 30 30 30 30
5 5 5 5 4 4 7 7 7 7 10 10 10 10 10 10 10 10 10 10 10 10 10 6 3 3 3 3 3 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 7 7 7 20 20 20 20 20 20 20 20 20 20 20 20
5 5 5 5 4 4 7 7 7 7 10 10 10 10 10 10 10 10 10 10 10 10 10 3 6 3 3 3 3 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 7 7 7 20 20 20 20 20 20 20 20 20 20 20 20
5 5 5 5 4 4 7 7 7 7 10 10 10 10 10 10 10 10 10 10 10 10 10 3 3 6 3 3 3 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 7 7 7 20 20 20 20 20 20 20 20 20 20 20 20
5 5 5 5 4 4 7 7 7 7 10 10 10 10 10 10 10 10 10 10 10 10 10 3 3 3 6 3 3 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 7 7 7 20 20 20 20 20 20 20 20 20 20 20 20
5 5 5 5 4 4 7 7 7 7 10 10 10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 6 3 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 7 7 7 20 20 20 20 20 20 20 20 20 20 20 20
5 5 5 5 4 4 7 7 7 7 10 10 10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 6 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 7 7 7 20 20 20 20 20 20 20 20 20 20 20 20
4 4 4 4 2 2 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 8 8 8 8 8 8 5 1 1 1 1 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 4 4 4 13 13 13 13 13 13 13 13 13 13 13 13
4 4 4 4 2 2 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 8 8 8 8 8 8 1 5 1 1 1 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 4 4 4 13 13 13 13 13 13 13 13 13 13 13 13
4 4 4 4 2 2 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 8 8 8 8 8 8 1 1 5 1 1 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 4 4 4 13 13 13 13 13 13 13 13 13 13 13 13
4 4 4 4 2 2 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 8 8 8 8 8 8 1 1 1 5 1 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 4 4 4 13 13 13 13 13 13 13 13 13 13 13 13
4 4 4 4 2 2 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 8 8 8 8 8 8 1 1 1 1 5 9 9 9 9 9 9 9 9 8 8 8 8 8 8 8 4 4 4 13 13 13 13 13 13 13 13 13 13 13 13
7 7 7 7 3 3 8 8 8 8 28 28 28 28 28 28 28 28 28 28 28 28 28 12 12 12 12 12 12 9 9 9 9 9 8 7 7 7 7 7 7 7 12 12 12 12 12 12 12 5 5 5 25 25 25 25 25 25 25 25 25 25 25 25
7 7 7 7 3 3 8 8 8 8 28 28 28 28 28 28 28 28 28 28 28 28 28 12 12 12 12 12 12 9 9 9 9 9 7 8 7 7 7 7 7 7 12 12 12 12 12 12 12 5 5 5 25 25 25 25 25 25 25 25 25 25 25 25
7 7 7 7 3 3 8 8 8 8 28 28 28 28 28 28 28 28 28 28 28 28 28 12 12 12 12 12 12 9 9 9 9 9 7 7 8 7 7 7 7 7 12 12 12 12 12 12 12 5 5 5 25 25 25 25 25 25 25 25 25 25 25 25
7 7 7 7 3 3 8 8 8 8 28 28 28 28 28 28 28 28 28 28 28 28 28 12 12 12 12 12 12 9 9 9 9 9 7 7 7 8 7 7 7 7 12 12 12 12 12 12 12 5 5 5 25 25 25 25 25 25 25 25 25 25 25 25
7 7 7 7 3 3 8 8 8 8 28 28 28 28 28 28 28 28 28 28 28 28 28 12 12 12 12 12 12 9 9 9 9 9 7 7 7 7 8 7 7 7 12 12 12 12 12 12 12 5 5 5 25 25 25 25 25 25 25 25 25 25 25 25
7 7 7 7 3 3 8 8 8 8 28 28 28 28 28 28 28 28 28 28 28 28 28 12 12 12 12 12 12 9 9 9 9 9 7 7 7 7 7 8 7 7 12 12 12 12 12 12 12 5 5 5 25 25 25 25 25 25 25 25 25 25 25 25
7 7 7 7 3 3 8 8 8 8 28 28 28 28 28 28 28 28 28 28 28 28 28 12 12 12 12 12 12 9 9 9 9 9 7 7 7 7 7 7 8 7 12 12 12 12 12 12 12 5 5 5 25 25 25 25 25 25 25 25 25 25 25 25
7 7 7 7 3 3 8 8 8 8 28 28 28 28 28 28 28 28 28 28 28 28 28 12 12 12 12 12 12 9 9 9 9 9 7 7 7 7 7 7 7 8 12 12 12 12 12 12 12 5 5 5 25 25 25 25 25 25 25 25 25 25 25 25
4 4 4 4 5 5 7 7 7 7 14 14 14 14 14 14 14 14 14 14 14 14 14 12 12 12 12 12 12 8 8 8 8 8 12 12 12 12 12 12 12 12 7 4 4 4 4 4 4 8 8 8 21 21 21 21 21 21 21 21 21 21 21 21
4 4 4 4 5 5 7 7 7 7 14 14 14 14 14 14 14 14 14 14 14 14 14 12 12 12 12 12 12 8 8 8 8 8 12 12 12 12 12 12 12 12 4 7 4 4 4 4 4 8 8 8 21 21 21 21 21 21 21 21 21 21 21 21
4 4 4 4 5 5 7 7 7 7 14 14 14 14 14 14 14 14 14 14 14 14 14 12 12 12 12 12 12 8 8 8 8 8 12 12 12 12 12 12 12 12 4 4 7 4 4 4 4 8 8 8 21 21 21 21 21 21 21 21 21 21 21 21
4 4 4 4 5 5 7 7 7 7 14 14 14 14 14 14 14 14 14 14 14 14 14 12 12 12 12 12 12 8 8 8 8 8 12 12 12 12 12 12 12 12 4 4 4 7 4 4 4 8 8 8 21 21 21 21 21 21 21 21 21 21 21 21
4 4 4 4 5 5 7 7 7 7 14 14 14 14 14 14 14 14 14 14 14 14 14 12 12 12 12 12 12 8 8 8 8 8 12 12 12 12 12 12 12 12 4 4 4 4 7 4 4 8 8 8 21 21 21 21 21 21 21 21 21 21 21 21
4 4 4 4 5 5 7 7 7 7 14 14 14 14 14 14 14 14 14 14 14 14 14 12 12 12 12 12 12 8 8 8 8 8 12 12 12 12 12 12 12 12 4 4 4 4 4 7 4 8 8 8 21 21 21 21 21 21 21 21 21 21 21 21
4 4 4 4 5 5 7 7 7 7 14 14 14 14 14 14 14 14 14 14 14 14 14 12 12 12 12 12 12 8 8 8 8 8 12 12 12 12 12 12 12 12 4 4 4 4 4 4 7 8 8 8 21 21 21 21 21 21 21 21 21 21 21 21
2 2 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 7 7 7 7 7 7 4 4 4 4 4 5 5 5 5 5 5 5 5 8 8 8 8 8 8 8 3 1 1 11 11 11 11 11 11 11 11 11 11 11 11
2 2 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 7 7 7 7 7 7 4 4 4 4 4 5 5 5 5 5 5 5 5 8 8 8 8 8 8 8 1 3 1 11 11 11 11 11 11 11 11 11 11 11 11
2 2 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 7 7 7 7 7 7 4 4 4 4 4 5 5 5 5 5 5 5 5 8 8 8 8 8 8 8 1 1 3 11 11 11 11 11 11 11 11 11 11 11 11
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 12 13 13 13 13 13 13 13 13 13 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 12 13 13 13 13 13 13 13 13 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 12 13 13 13 13 13 13 13 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 13 12 13 13 13 13 13 13 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 13 13 12 13 13 13 13 13 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 13 13 13 12 13 13 13 13 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 13 13 13 13 12 13 13 13 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 13 13 13 13 13 12 13 13 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 13 13 13 13 13 13 12 13 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 13 13 13 13 13 13 13 12 13 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 13 13 13 13 13 13 13 13 12 13
9 9 9 9 7 7 11 11 11 11 30 30 30 30 30 30 30 30 30 30 30 30 30 20 20 20 20 20 20 13 13 13 13 13 25 25 25 25 25 25 25 25 21 21 21 21 21 21 21 11 11 11 13 13 13 13 13 13 13 13 13 13 13 12

0 1 2 3 0 1 2 3 10 9 8 7 10 9 8 7 14 15 16 17 14 15 16 17 24 23 22 21 24 23 22 21 28 29 30 31 28 29 30 31 38 37 36 35 38 37 36 35 42 43 44 45 42 43 44 45 52 51 50 49 52 51 50 49
1 1 1 2 1 0 1 2 9 8 7 6 9 8 7 6 13 14 15 16 13 14 15 16 23 22 21 20 23 22 21 20 27 28 29 30 27 28 29 30 37 36 35 34 37 36 35 34 41 42 43 44 41 42 43 44 51 50 49 48 51 50 49 48
2 1 2 1 2 1 0 1 8 7 6 5 8 7 6 5 12 13 14 15 12 13 14 15 22 21 20 19 22 21 20 19 26 27 28 29 26 27 28 29 36 35 34 33 36 35 34 33 40 41 42 43 40 41 42 43 50 49 48 47 50 49 48 47
3 2 1 3 3 2 1 0 7 6 5 4 7 6 5 4 11 12 13 14 11 12 13 14 21 20 19 18 21 20 19 18 25 26 27 28 25 26 27 28 35 34 33 32 35 34 33 32 39 40 41 42 39 40 41 42 49 48 47 46 49 48 47 46
0 1 2 3 0 1 2 3 10 9 8 7 10 9 8 7 14 15 16 17 14 15 16 17 24 23 22 21 24 23 22 21 28 29 30 31 28 29 30 31 38 37 36 35 38 37 36 35 42 43 44 45 42 43 44 45 52 51 50 49 52 51 50 49
1 0 1 2 1 1 1 2 9 8 7 6 9 8 7 6 13 14 15 16 13 14 15 16 23 22 21 20 23 22 21 20 27 28 29 30 27 28 29 30 37 36 35 34 37 36 35 34 41 42 43 44 41 42 43 44 51 50 49 48 51 50 49 48
2 1 0 1 2 1 2 1 8 7 6 5 8 7 6 5 12 13 14 15 12 13 14 15 22 21 20 19 22 21 20 19 26 27 28 29 26 27 28 29 36 35 34 33 36 35 34 33 40 41 42 43 40 41 42 43 50 49 48 47 50 49 48 47
3 2 1 0 3 2 1 3 7 6 5 4 7 6 5 4 11 12 13 14 11 12 13 14 21 20 19 18 21 20 19 18 25 26 27 28 25 26 27 28 35 34 33 32 35 34 33 32 39 40 41 42 39 40 41 42 49 48 47 46 49 48 47 46
10 9 8 7 10 9 8 7 10 1 2 3 0 1 2 3 4 5 6 7 4 5 6 7 14 13 12 11 14 13 12 11 18 19 20 21 18 19 20 21 28 27 26 25 28 27 26 25 32 33 34 35 32 33 34 35 42 41 40 39 42 41 40 39
9 8 7 6 9 8 7 6 1 9 1 2 1 0 1 2 5 6 7 8 5 6 7 8 15 14 13 12 15 14 13 12 19 20 21 22 19 20 21 22 29 28 27 26 29 28 27 26 33 34 35 36 33 34 35 36 43 42 41 40 43 42 41 40
8 7 6 5 8 7 6 5 2 1 8 1 2 1 0 1 6 7 8 9 6 7 8 9 16 15 14 13 16 15 14 13 20 21 22 23 20 21 22 23 30 29 28 27 30 29 28 27 34 35 36 37 34 35 36 37 44 43 42 41 44 43 42 41
7 6 5 4 7 6 5 4 3 2 1 7 3 2 1 0 7 8 9 10 7 8 9 10 17 16 15 14 17 16 15 14 21 22 23 24 21 22 23 24 31 30 29 28 31 30 29 28 35 36 37 38 35 36 37 38 45 44 43 42 45 44 43 42
10 9 8 7 10 9 8 7 0 1 2 3 10 1 2 3 4 5 6 7 4 5 6 7 14 13 12 11 14 13 12 11 18 19 20 21 18 19 20 21 28 27 26 25 28 27 26 25 32 33 34 35 32 33 34 35 42 41 40 39 42 41 40 39
9 8 7 6 9 8 7 6 1 0 1 2 1 9 1 2 5 6 7 8 5 6 7 8 15 14 13 12 15 14 13 12 19 20 21 22 19 20 21 22 29 28 27 26 29 28 27 26 33 34 35 36 33 34 35 36 43 42 41 40 43 42 41 40
8 7 6 5 8 7 6 5 2 1 0 1 2 1 8 1 6 7 8 9 6 7 8 9 16 15 14 13 16 15 14 13 20 21 22 23 20 21 22 23 30 29 28 27 30 29 28 27 34 35 36 37 34 35 36 37 44 43 42 41 44 43 42 41
7 6 5 4 7 6 5 4 3 2 1 0 3 2 1 7 7 8 9 10 7 8 9 10 17 16 15 14 17 16 15 14 21 22 23 24 21 22 23 24 31 30 29 28 31 30 29 28 35 36 37 38 35 36 37 38 45 44 43 42 45 44 43 42
14 13 12 11 14 13 12 11 4 5 6 7 4 5 6 7 14 1 2 3 0 1 2 3 10 9 8 7 10 9 8 7 14 15 16 17 14 15 16 17 24 23 22 21 24 23 22 21 28 29 30 31 28 29 30 31 38 37 36 35 38 37 36 35
